Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ketone Body Metabolism	2/10	0.06842224122790065	0.2280741374263355	0	0	5.461428571428572	14.647864603583724	OXCT2;HMGCLL1
Neurotransmitter Clearance	2/10	0.06842224122790065	0.2280741374263355	0	0	5.461428571428572	14.647864603583724	SLC6A3;SLC6A4
Prednisone ADME	2/10	0.06842224122790065	0.2280741374263355	0	0	5.461428571428572	14.647864603583724	AKR1C1;ALB
RHOBTB3 ATPase Cycle	2/10	0.06842224122790065	0.2280741374263355	0	0	5.461428571428572	14.647864603583724	HTR7;PLIN3
Signal Attenuation	2/10	0.06842224122790065	0.2280741374263355	0	0	5.461428571428572	14.647864603583724	GRB2;MAPK3
Uptake of Dietary Cobalamins Into Enterocytes	2/10	0.06842224122790065	0.2280741374263355	0	0	5.461428571428572	14.647864603583724	CTRB2;CTRB1
VEGFA-VEGFR2 Pathway	8/99	0.06912045395051396	0.2293595038639237	0	0	1.9253657734670393	5.144393641657722	CDH5;MAPK11;PDPK1;ITGB3;ITGAV;MAPK14;BCAR1;MAPK13
Acyl Chain Remodelling of PS	3/22	0.06963288534573799	0.2293595038639237	0	0	3.45128266891485	9.196005942413933	PLA2G12A;PLA2G2E;PLA2G2A
Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models	3/22	0.06963288534573799	0.2293595038639237	0	0	3.45128266891485	9.196005942413933	APP;CAPNS1;CAPN1
Neurodegenerative Diseases	3/22	0.06963288534573799	0.2293595038639237	0	0	3.45128266891485	9.196005942413933	APP;CAPNS1;CAPN1
Signaling by ERBB2 TMD JMD Mutants	3/22	0.06963288534573799	0.2293595038639237	0	0	3.45128266891485	9.196005942413933	ERBB3;GRB2;EGFR
Metabolism of Lipids	42/758	0.07118655570224547	0.23340621230661052	0	0	1.293102064028368	3.416959233745705	FAAH;PRKAA2;AKR1D1;PRKAG2;AKR1B1;PLA2G6;PTGS2;PTGS1;PIK3C2B;SGPL1;ALOX5;TGS1;OXCT2;CGA;HMGCLL1;MED1;PRKAB2;PLA2G12A;PLA2G2E;PLEKHA1;HBG1;AKR1C1;PLA2G2A;AKR1C3;AKR1C2;AKR1C4;PTGR2;SUMF2;SUMF1;ETNPPL;POMC;SQLE;CYP1A2;ALB;PLIN3;PLIN2;PPARG;THRSP;ANGPTL4;PPARA;MGLL;PPARD
SUMO E3 Ligases SUMOylate Target Proteins	12/170	0.071214665591111	0.23340621230661052	0	0	1.6651788980756568	4.399496738602782	NFKBIA;AR;NSMCE4A;NUP210;MITF;PGR;PPARG;NR3C1;PPARA;TP53;ESR1;NFKB2
Signaling by NOTCH2	4/36	0.07136520879878379	0.23340621230661052	0	0	2.7335337915234823	7.216378318878608	NCSTN;PSEN2;CNTN1;PSEN1
Neurotransmitter Release Cycle	5/51	0.07180689058965346	0.23429947868455	0	0	2.377966693258875	6.263028843062245	SLC32A1;GAD1;SLC1A1;SLC1A2;ABAT
Intracellular Signaling by Second Messengers	20/321	0.07339545556135081	0.23892197477816776	0	0	1.459312986272906	3.8115697510503788	NTRK2;PDPK1;NTRK3;XIAP;GAB2;IL1RAP;FGF1;FGF2;ESR1;EGFR;FGF4;IL1RL1;ERBB3;CD19;AKT1S1;GRB2;PPARG;TP53;MYD88;MAPK3
Signaling by FGFR1	5/52	0.0767230272275279	0.24917057908005558	0	0	2.327249658403279	5.975337752272114	GRB2;FGF1;FGF2;FGF4;MAPK3
Azathioprine ADME	3/23	0.07757127616828757	0.2507536601719063	0	0	3.2785469107551486	8.381795571701366	GMPS;SLC29A1;SLC29A2
RAF-independent MAPK1 3 Activation	3/23	0.07757127616828757	0.2507536601719063	0	0	3.2785469107551486	8.381795571701366	IL6;IL6R;MAPK3
Activated NTRK2 Signals Through FRS2 and FRS3	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	NTRK2;GRB2
Androgen Biosynthesis	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	POMC;CGA
Attachment and Entry 9678110	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	ACE2;CTSL
Constitutive Signaling by Overexpressed ERBB2	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	GRB2;PTPN12
Dermatan Sulfate Biosynthesis	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	VCAN;NCAN
Formation of Apoptosome	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	XIAP;MAPK3
Interleukin-6 Signaling	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	IL6;IL6R
NFE2L2 Regulating Tumorigenic Genes	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	BCL2;BCL2L1
RHO GTPases Activate KTN1	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	KLC3;KLC2
Regulation of the Apoptosome Activity	2/11	0.0812619080348648	0.2567137549283229	0	0	4.854349206349206	12.184794700973093	XIAP;MAPK3
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses	10/138	0.0821154143568197	0.25879210651692924	0	0	1.711631343713956	4.278444249766408	IKBKB;NUP210;HLA-B;HLA-C;NLRP3;MASP2;HLA-A;HLA-F;HLA-G;HLA-E
SLC-mediated Transmembrane Transport	16/249	0.0822921662449516	0.25879210651692924	0	0	1.5065823251733437	3.7626582630518968	SLC12A2;SLC35A1;SLC22A6;SLC15A1;SLC32A1;SLC1A1;SLC1A2;SLC1A4;SLC6A2;SLC2A6;SLC6A3;SLC2A9;SLC25A18;SLC29A1;SLC36A4;SLC29A2
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	7/86	0.08315657241951656	0.2609201707971287	0	0	1.9395896988214754	4.823817833710488	IKBKB;NFKBIA;APP;CYLD;NFKB1;ATG5;NFKB2
Cell-Cell Communication	11/157	0.08498547480203278	0.26605813057393146	0	0	1.6510092062387294	4.0701915917620335	ITGB1;CLDN22;CDH5;SFTPA2;GRB2;CLDN17;ITGA6;RSU1;ANGPTL4;CD47;SFTPA1
Estrogen-dependent Nuclear Events Downstream of ESR-membrane Signaling	3/24	0.08588532160278935	0.2676695000625049	0	0	3.1222621771820855	7.664349170170459	BCL2;EGFR;MAPK3
RHO GTPases Activate NADPH Oxidases	3/24	0.08588532160278935	0.2676695000625049	0	0	3.1222621771820855	7.664349170170459	MAPK11;MAPK14;MAPK3
SUMOylation	12/176	0.08694793754050346	0.26996315173582697	0	0	1.603750176230086	3.9170728156691164	NFKBIA;AR;NSMCE4A;NUP210;MITF;PGR;PPARG;NR3C1;PPARA;TP53;ESR1;NFKB2
CLEC7A (Dectin-1) Signaling	7/87	0.08720392455351533	0.26996315173582697	0	0	1.9152442528735631	4.672249736668952	IKBKB;NFKBIA;PDPK1;IL1B;NFKB1;SKP1;NFKB2
Nuclear Events Mediated by NFE2L2	7/87	0.08720392455351533	0.26996315173582697	0	0	1.9152442528735631	4.672249736668952	GCLC;PRKAA2;BCL2;NFKB1;SKP1;RBX1;BCL2L1
Signaling by ERBB2 KD Mutants	3/25	0.09455836117932316	0.2882418831833233	0	0	2.9801851466611193	7.028880083781888	ERBB3;GRB2;EGFR
Binding and Entry of HIV Virion	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	CD4;CXCR4
Frs2-mediated Activation	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	NTRK1;MAPK3
Lysine Catabolism	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	PHYKPL;AASS
PECAM1 Interactions	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	ITGB3;ITGAV
Peptide Hormone Biosynthesis	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	POMC;CGA
SUMOylation of Immune Response Proteins	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	NFKBIA;NFKB2
Transport of Nucleosides and Free Purine and Pyrimidine Bases Across the Plasma Membrane	2/12	0.09476729540631565	0.2882418831833233	0	0	4.368685714285714	10.294069203902625	SLC29A1;SLC29A2
Signaling by NOTCH4	6/72	0.09558606689151736	0.29009745191967057	0	0	1.9890408099363324	4.66972722701001	NCSTN;PSEN2;TACC3;PSEN1;SKP1;RBX1
Class C 3 (Metabotropic Glutamate Pheromone Receptors)	4/40	0.09682378914728208	0.2932136534089806	0	0	2.429298714522082	5.6720786137446515	GPRC6A;GABBR2;GABBR1;TAS1R2
Transport of Inorganic Cations Anions and Amino Acids Oligopeptides	8/107	0.09793218664614244	0.2959255205176913	0	0	1.7690367425695388	4.110321513329165	SLC12A2;SLC15A1;SLC25A18;SLC32A1;SLC1A1;SLC1A2;SLC1A4;SLC36A4
Class I MHC Mediated Antigen Processing & Presentation	22/373	0.09825528248558277	0.29625779317778755	0	0	1.3761316872427984	3.192881838087893	FGB;FGA;HSPA5;ITGB5;FGG;HLA-B;HLA-C;LY96;HLA-A;CTSV;HLA-F;HLA-G;CTSS;FBXO41;HLA-E;ANAPC11;RBX1;IKBKB;CTSL;ITGAV;MYD88;SKP1
SARS-CoV-2-host Interactions	14/218	0.09950512751753617	0.2993768988081716	0	0	1.504475950287415	3.4716476166030175	NUP210;PDPK1;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E;IKBKB;GJA1;RPS28;RPS19;NLRP3;MASP2
TNFR1-induced Proapoptotic Signaling	3/26	0.10357309430308241	0.31086546029770296	0	0	2.8504626405332805	6.463360444687388	CYLD;XIAP;TNF
Transcriptional Regulation by VENTX	4/41	0.103770916243262	0.31086546029770296	0	0	2.3635181573325905	5.354714739397816	IL6;TP53;NFKB1;ANAPC11
Signaling by NOTCH1	6/74	0.10556571903246607	0.3155620418389846	0	0	1.9303370027689606	4.340211394523106	NCSTN;PSEN2;CNTN1;PSEN1;SKP1;RBX1
Advanced Glycosylation Endproduct Receptor Signaling	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	APP;MAPK3
Cytochrome C-Mediated Apoptotic Response	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	XIAP;MAPK3
ERBB2 Activates PTK6 Signaling	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	ERBB3;EGFR
FGFRL1 Modulation of FGFR1 Signaling	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	FGF2;FGF4
GRB2 Events in EGFR Signaling	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	GRB2;EGFR
Hormone Ligand-Binding Receptors	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	GNRH1;CGA
The Activation of Arylsulfatases	2/13	0.1088554854513916	0.32012647623271484	0	0	3.9713246753246754	8.807342146612372	SUMF2;SUMF1
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	5/58	0.10985635191583092	0.32012647623271484	0	0	2.0631383070797993	4.556609423518683	NCSTN;PSEN2;PSEN1;SKP1;RBX1
Constitutive Signaling by NOTCH1 PEST Domain Mutants	5/58	0.10985635191583092	0.32012647623271484	0	0	2.0631383070797993	4.556609423518683	NCSTN;PSEN2;PSEN1;SKP1;RBX1
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	5/58	0.10985635191583092	0.32012647623271484	0	0	2.0631383070797993	4.556609423518683	NCSTN;PSEN2;PSEN1;SKP1;RBX1
Signaling by NOTCH1 PEST Domain Mutants in Cancer	5/58	0.10985635191583092	0.32012647623271484	0	0	2.0631383070797993	4.556609423518683	NCSTN;PSEN2;PSEN1;SKP1;RBX1
Signaling by NOTCH1 in Cancer	5/58	0.10985635191583092	0.32012647623271484	0	0	2.0631383070797993	4.556609423518683	NCSTN;PSEN2;PSEN1;SKP1;RBX1
Interferon Signaling	17/280	0.11056394994093557	0.32151441510021017	0	0	1.4175435493854451	3.1216593937423878	VCAM1;NUP210;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;TARBP2;ICAM1;HLA-E;IKBKB;APITD1;PRKRA;TUBB1;TP53;CD44;MAPK3
TNF Signaling	5/59	0.11596007869351938	0.3365021072734696	0	0	2.0248258579680596	4.3625061343858595	IKBKB;CYLD;SPPL2B;XIAP;TNF
Activation of Gene Expression by SREBF (SREBP)	4/43	0.11832009493663882	0.3419229354717837	0	0	2.2420771286750667	4.785403458189263	MED1;SQLE;TGS1;PPARA
Signaling by FGFR2 in Disease	4/43	0.11832009493663882	0.3419229354717837	0	0	2.2420771286750667	4.785403458189263	GRB2;FGF1;FGF2;FGF4
Sensory Processing of Sound	6/77	0.1215002595725236	0.3480625908245146	0	0	1.8484823984088226	3.8963030680002864	KCNMA1;CHRNA9;CACNA2D2;KCNQ4;CHRNA10;CACNA1D
BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression	3/28	0.12255611192358327	0.3480625908245146	0	0	2.622151029748284	5.504383511240726	MED1;TGS1;PPARA
FLT3 Signaling in Disease	3/28	0.12255611192358327	0.3480625908245146	0	0	2.622151029748284	5.504383511240726	GRB2;GAB2;BCL2L1
CS DS Degradation	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	VCAN;NCAN
Erythropoietin Activates RAS	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	EPO;GRB2
Heme Biosynthesis	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	COX15;ALB
Interleukin-15 Signaling	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	GRB2;GAB2
Physiological Factors	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	MME;CES1
Prolonged ERK Activation Events	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	NTRK1;MAPK3
SHC1 Events in EGFR Signaling	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	GRB2;EGFR
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	TP53;E2F8
Tryptophan Catabolism	2/14	0.1234495376089825	0.3480625908245146	0	0	3.640190476190476	7.6149974854145945	KMO;SLC36A4
Interleukin-2 Family Signaling	4/44	0.1259080405337443	0.35355995220586783	0	0	2.185910652920962	4.529651652170243	CSF2RB;GRB2;GAB2;CSF2RA
Retinoid Metabolism and Transport	4/44	0.1259080405337443	0.35355995220586783	0	0	2.185910652920962	4.529651652170243	AKR1B10;AKR1C1;AKR1C3;AKR1C4
Interferon Alpha Beta Signaling	6/78	0.1270613334053263	0.3560791399867007	0	0	1.8227133562954458	3.7604132570757796	HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E
Creation of C4 and C2 Activators	7/96	0.12847634666968935	0.3593201647301171	0	0	1.7207542296267597	3.531005685510049	FCN1;FCN2;COLEC11;FCN3;COLEC10;MASP2;C1QC
Downregulation of ERBB2 Signaling	3/29	0.13248785635893778	0.36851274141317886	0	0	2.5211670480549198	5.095944918006224	ERBB3;PTPN12;EGFR
EPHA-mediated Growth Cone Collapse	3/29	0.13248785635893778	0.36851274141317886	0	0	2.5211670480549198	5.095944918006224	EPHA4;EPHA8;EPHA3
Signaling by NTRK1 (TRKA)	8/115	0.13255854007668305	0.36851274141317886	0	0	1.636084015357646	3.306085556285448	NTRK1;RPS6KA3;NTRK2;MAPK11;GRB2;MAPK14;MAPK3;MAPK13
Constitutive Signaling by EGFRvIII	2/15	0.13847812493420694	0.3813400470608416	0	0	3.36	6.642864172702178	GRB2;EGFR
ERBB2 Regulates Cell Motility	2/15	0.13847812493420694	0.3813400470608416	0	0	3.36	6.642864172702178	ERBB3;EGFR
Phase 2 - Plateau Phase	2/15	0.13847812493420694	0.3813400470608416	0	0	3.36	6.642864172702178	CACNB1;CACNA2D2
Signaling by EGFRvIII in Cancer	2/15	0.13847812493420694	0.3813400470608416	0	0	3.36	6.642864172702178	GRB2;EGFR
PKR-mediated Signaling	6/80	0.13854440558685255	0.3813400470608416	0	0	1.7732646538616688	3.504971763169525	IKBKB;APITD1;PRKRA;TUBB1;TP53;TARBP2
PKMTs Methylate Histone Lysines	4/46	0.14167310915866083	0.38918107061371254	0	0	2.081601483663339	4.0679341526603086	SETD6;SMYD2;NFKB1;NFKB2
Laminin Interactions	3/30	0.14268844284716964	0.3911971115533842	0	0	2.4276633613018053	4.726883295132158	ITGB1;ITGAV;ITGA6
Expression and Translocation of Olfactory Receptors	23/414	0.14629756477311237	0.40030239180044525	0	0	1.2902603664416585	2.4800257289433807	OR2D3;OR5M9;OR5F1;OR6C76;OR10G4;OR10T2;OR4M2;OR4M1;OR4K17;OR10Q1;OR2T12;OR10AD1;OR6S1;OR5T1;OR5H15;OR2T2;OR2W3;OR10V1;OR13F1;OR2A12;OR10G8;OR5A2;OR4C3
SARS-CoV-2 Infection	18/313	0.14708384004227992	0.4016631388187998	0	0	1.3374006037765631	2.5634659699980005	NUP210;PDPK1;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E;IKBKB;ACE2;ANO1;GJA1;RPS28;RPS19;CTSL;NLRP3;MASP2;GOLGA7
Synthesis of Substrates in N-glycan Biosythesis	5/64	0.1487651597077629	0.4054579843015499	0	0	1.852744518737366	3.5301940711058273	SLC35A1;GFPT2;GFPT1;NPL;RENBP
EGFR Downregulation	3/31	0.1531393199298586	0.4121127453393761	0	0	2.3408385093167703	4.392366195808519	GRB2;PTPN12;EGFR
Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	3/31	0.1531393199298586	0.4121127453393761	0	0	2.3408385093167703	4.392366195808519	GRIA1;CACNG2;GRIA4
Trafficking of AMPA Receptors	3/31	0.1531393199298586	0.4121127453393761	0	0	2.3408385093167703	4.392366195808519	GRIA1;CACNG2;GRIA4
Defects of Contact Activation System (CAS) and Kallikrein Kinin System (KKS)	2/16	0.15387519052599727	0.4121127453393761	0	0	3.1198367346938776	5.839128414085483	SERPING1;GP1BA
GRB2 Events in ERBB2 Signaling	2/16	0.15387519052599727	0.4121127453393761	0	0	3.1198367346938776	5.839128414085483	GRB2;EGFR
Platelet Adhesion to Exposed Collagen	2/16	0.15387519052599727	0.4121127453393761	0	0	3.1198367346938776	5.839128414085483	ITGB1;GP1BA
Regulation of BACH1 Activity	2/16	0.15387519052599727	0.4121127453393761	0	0	3.1198367346938776	5.839128414085483	RBX1;SKP1
Signaling by ERBB2 ECD Mutants	2/16	0.15387519052599727	0.4121127453393761	0	0	3.1198367346938776	5.839128414085483	GRB2;EGFR
Spry Regulation of FGF Signaling	2/16	0.15387519052599727	0.4121127453393761	0	0	3.1198367346938776	5.839128414085483	GRB2;MAPK3
Signaling by BRAF and RAF1 Fusions	5/65	0.15575479813981336	0.4163445565660395	0	0	1.821769877675841	3.38753065204488	FGB;FGA;ITGB3;FGG;MAPK3
Factors Involved in Megakaryocyte Development and Platelet Production	10/158	0.15681385733081996	0.41837094374249467	0	0	1.4787711587019545	2.739713113611226	KLC3;KLC2;HBG2;HBG1;TUBB1;HBE1;HBB;CABLES1;HBD;TP53
Interleukin-3, Interleukin-5 and GM-CSF Signaling	4/48	0.15817084424294933	0.4203775783894829	0	0	1.9867749661564094	3.6637710606151566	CSF2RB;GRB2;GAB2;CSF2RA
Metabolism of Fat-Soluble Vitamins	4/48	0.15817084424294933	0.4203775783894829	0	0	1.9867749661564094	3.6637710606151566	AKR1B10;AKR1C1;AKR1C3;AKR1C4
Organelle Biogenesis and Maintenance	17/297	0.15969822460035332	0.4236269698368151	0	0	1.3302782392026578	2.4403546447040725	MED1;PRKAB2;PRKAA2;ODF2;PRKAG1;PRKAG2;MAPK14;PRKAB1;PRKAG3;AHI1;IFT52;MAPK11;GLUD2;TGS1;TUBB1;PPARA;RAB11FIP3
Metabolism of Vitamins and Cofactors	12/198	0.16153133694386354	0.42767344447994343	0	0	1.4124184225247063	2.5749180468370048	BTD;AKR1B10;VNN2;CTRB2;AKR1C1;CTRB1;FPGS;AKR1C3;AKR1C4;NADSYN1;PTGS2;COQ6
Epigenetic Regulation of Adipogenesis Genes by MLL3 and MLL4 Complexes	7/103	0.1662214292405535	0.4371259127964879	0	0	1.5946958812260537	2.861577255898637	MED1;ADIPOQ;PLIN2;PPARG;THRSP;ANGPTL4;MGLL
Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes	7/103	0.1662214292405535	0.4371259127964879	0	0	1.5946958812260537	2.861577255898637	MED1;ADIPOQ;PLIN2;PPARG;THRSP;ANGPTL4;MGLL
MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis	7/103	0.1662214292405535	0.4371259127964879	0	0	1.5946958812260537	2.861577255898637	MED1;ADIPOQ;PLIN2;PPARG;THRSP;ANGPTL4;MGLL
Signaling by TGFBR3	4/49	0.16667390919578315	0.4371259127964879	0	0	1.9425225913198423	3.4804488363622146	NCSTN;PSEN2;PSEN1;FGF2
TP53 Regulates Transcription of Cell Cycle Genes	4/49	0.16667390919578315	0.4371259127964879	0	0	1.9425225913198423	3.4804488363622146	BTG2;E2F4;TP53;E2F8
Olfactory Signaling Pathway	23/422	0.16745782803270248	0.43835476641328897	0	0	1.2638504927423946	2.2585308246807783	OR2D3;OR5M9;OR5F1;OR6C76;OR10G4;OR10T2;OR4M2;OR4M1;OR4K17;OR10Q1;OR2T12;OR10AD1;OR6S1;OR5T1;OR5H15;OR2T2;OR2W3;OR10V1;OR13F1;OR2A12;OR10G8;OR5A2;OR4C3
Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects	2/17	0.16957962345748226	0.4389491184467418	0	0	2.911695238095238	5.166607264895316	E2F2;E2F3
Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)	2/17	0.16957962345748226	0.4389491184467418	0	0	2.911695238095238	5.166607264895316	E2F2;E2F3
GAB1 Signalosome	2/17	0.16957962345748226	0.4389491184467418	0	0	2.911695238095238	5.166607264895316	GRB2;EGFR
KSRP (KHSRP) Binds and Destabilizes mRNA	2/17	0.16957962345748226	0.4389491184467418	0	0	2.911695238095238	5.166607264895316	MAPK11;MAPK14
Signaling by NTRK3 (TRKC)	2/17	0.16957962345748226	0.4389491184467418	0	0	2.911695238095238	5.166607264895316	NTRK3;GRB2
Trafficking of GluR2-containing AMPA Receptors	2/17	0.16957962345748226	0.4389491184467418	0	0	2.911695238095238	5.166607264895316	GRIA1;GRIA4
Initial Triggering of Complement	7/104	0.17197927105735147	0.44433306091025754	0	0	1.5781727692854604	2.7781858731038485	FCN1;FCN2;COLEC11;FCN3;COLEC10;MASP2;C1QC
FGFR2 Mutant Receptor Activation	3/33	0.17471808568220681	0.4489059872426386	0	0	2.1845537757437072	3.811132196798427	FGF1;FGF2;FGF4
Glucagon-type Ligand Receptors	3/33	0.17471808568220681	0.4489059872426386	0	0	2.1845537757437072	3.811132196798427	VIPR2;GCGR;GNAS
PERK Regulates Gene Expression	3/33	0.17471808568220681	0.4489059872426386	0	0	2.1845537757437072	3.811132196798427	CXCL8;HSPA5;ASNS
Signaling by ERBB2	4/50	0.17533518652261415	0.44966034920006215	0	0	1.900194232780517	3.3083441624570264	ERBB3;GRB2;PTPN12;EGFR
Programmed Cell Death	12/202	0.1778016747083491	0.4551460917948531	0	0	1.3823912382111347	2.3875092962286093	C1QBP;IL1B;BCL2;XIAP;LY96;TNFRSF10A;TP53;TP63;ELANE;TP73;BCL2L1;MAPK3
Transcriptional Regulation by RUNX2	7/106	0.1837487430837106	0.46950506045286344	0	0	1.546127946127946	2.619428291584916	AR;ITGA5;NR3C1;ESR1;SKP1;RBX1;MAPK3
Potential Therapeutics for SARS	10/164	0.18422796279918824	0.46986581337774613	0	0	1.4207073203612997	2.4032420210747905	ITGB1;ACE2;ITGA4;IL1R1;FXYD3;SIGMAR1;GRB2;NR3C1;IL6R;RBX1
Caspase Activation via Death Receptors in the Presence of Ligand	2/18	0.18553495278922608	0.47044648469989303	0	0	2.7295714285714285	4.59799579883877	LY96;TNFRSF10A
Cell-extracellular Matrix Interactions	2/18	0.18553495278922608	0.47044648469989303	0	0	2.7295714285714285	4.59799579883877	ITGB1;RSU1
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	2/18	0.18553495278922608	0.47044648469989303	0	0	2.7295714285714285	4.59799579883877	E2F4;TP53
Citric Acid Cycle (TCA Cycle)	3/34	0.1858094389210369	0.47044648469989303	0	0	2.1139735734849046	3.5578886644174683	SUCLA2;SUCLG2;SUCLG1
Circadian Clock	5/70	0.192595409573656	0.4799740267376268	0	0	1.6811926605504588	2.7691993784001108	MED1;TGS1;NR3C1;PPARA;SKP1
Nuclear Events Stimulated by ALK Signaling in Cancer	3/35	0.19707813995666248	0.4799740267376268	0	0	2.047804633867277	3.3259520928572845	MAPK3;SKP1;RBX1
Activation of NOXA and Translocation to Mitochondria	1/5	0.2008645309373201	0.4799740267376268	0	0	5.4563356164383565	8.7580983796604	TP53
Biosynthesis of E-series 18(S)-resolvins	1/5	0.2008645309373201	0.4799740267376268	0	0	5.4563356164383565	8.7580983796604	ALOX5
